0,0,0,0
0.966262177626292,0.951489520072937,0.5446547627402424,0.5660748122675275
0.8714761058489482,0.8679373621940613,0.609882397762249,0.6094462769317145
0.7917004942893981,0.785980494817098,0.6560109481367113,0.6612393852200155
0.7310158729553222,0.7279385169347127,0.6891862085559889,0.6928205488104429
0.6940512617429098,0.6926089604695638,0.7087915943976019,0.7135237560530564
0.674798047542572,0.674758780002594,0.7186820127728262,0.720120710225279
0.6647638122240702,0.6640788912773132,0.7234843547918149,0.7241911713102673
0.6607547561327617,0.6599742492039998,0.7254744693863229,0.7274896483963786
0.6578737735748291,0.6579758683840434,0.7274445324483924,0.7276300091234472
0.6577288508415222,0.6562359650929769,0.7278154857985022,0.7321215523896414
0.657785701751709,0.6573463082313538,0.7272440171240087,0.7271387465787073
0.6569202462832133,0.6586581985155742,0.727178849643584,0.7288230753035301
0.6578689773877462,0.6578190883000692,0.7271186950462689,0.7264369429433645
0.6565122763315837,0.6585141817728678,0.728051091304653,0.7277703698505158
0.6562658667564392,0.6513450185457865,0.7280160011228858,0.7323320934802442
0.6565768639246623,0.6566555619239807,0.7279007048113653,0.7272089269422416
0.6575570623079936,0.6569814801216125,0.7275147128119267,0.7276300091234472
0.6566417177518209,0.6552610039710999,0.7279758980580091,0.7267878447610359
0.6559950749079386,0.6589787125587463,0.7287027661088998,0.725594778580953
0.6567202846209208,0.657257862885793,0.7272390042408992,0.7274896483963786
